001-TIME,002-NumDens-Spec-001,003-NumDens-Spec-002,004-NumDens-Spec-003,005-NumDens-Spec-004,006-NumDens-Spec-005,007-NumDens-Spec-006,008-NumDens-Spec-007,009-NumDens-Spec-008,010-NumDens-Spec-009,011-NumDens-Spec-010,012-NumDens-Spec-011,013-NumDens-Spec-012,014-NumDens-Spec-013,015-NumDens-Spec-014,016-NumDens-Spec-015,017-NumDens-Spec-016,018-NumDens-Spec-017,019-NumDens-Spec-018,020-NumDens-Spec-019
0.5000000000000000E-005,0.0000000000000000E+000,0.4004110459633443E+018,0.1101130376399197E+019,0.2395459082475707E+021,0.2652322768461193E+022,0.1372408860039363E+021,0.2634204168631352E+022,0.3014094148489074E+021,0.1404441743716430E+021,0.1762809629853624E+021,0.2791365504171964E+022,0.3187472131391203E+022,0.1417204845806512E+023,0.2102758607876503E+022,0.5005138074541804E+018,0.1801849706835049E+019,0.1282916991266555E+022,0.8175392530956583E+021,0.3063935313435362E+023
